"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","comparison"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RAMP2",-1.52213570742195,1.91416488797002,-3.04310205667654,0.00324016068722897,0.0103558583303663,-2.06264336693674,"RAMP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCNI",-0.99308645954058,7.05233037681493,-3.20068805131504,0.00202065775904892,0.0069439273922491,-2.06409309015503,"CCNI","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TWIST2",-2.66940488901072,0.273184717544266,-2.94157106443338,0.00435723904832474,0.013310450517515,-2.06461381350305,"TWIST2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRPF4B",0.635517071203571,7.39339346800406,3.19310511490359,0.00206779739834495,0.00708013122857735,-2.06581283316915,"PRPF4B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM33",-0.580513081432427,5.25572982558779,-3.1693002433395,0.00222256394083794,0.00749642071149503,-2.06582589536794,"TMEM33","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PIGF",-0.593394866194439,5.21703966852086,-3.1660763791628,0.00224433771510476,0.0075571463940479,-2.06686075755158,"PIGF","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HGSNAT",0.665513812750967,6.97474007908618,3.18790687179789,0.00210070706669852,0.00716375503629827,-2.06753107722978,"HGSNAT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GP6",2.01955289171484,2.11150325503001,3.05105584443609,0.00316648002267212,0.0101547703666497,-2.06817570886854,"GP6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CSMD3",4.31726799706198,1.13872166586573,2.96772392707574,0.004042739132209,0.0124831440512838,-2.06835591439632,"CSMD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HMGN1",-0.635655744807501,6.42364058680776,-3.18736963728835,0.00210413605738317,0.00717087422191059,-2.06903247884705,"HMGN1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCDC146",1.02884389187175,5.3983577715811,3.13192581387378,0.00248755749438915,0.00826163741872297,-2.06904907894741,"CCDC146","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KIF9",-1.16968568755299,2.89967760159533,-3.11313585170961,0.00263165938322388,0.00865420405744199,-2.07007815042688,"KIF9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MB",-2.0483571693432,-0.169912676264994,-3.00809380071055,0.00359201391362415,0.0112869747544483,-2.07132474177116,"MB","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SCAT2",2.17064858254798,0.646957610374954,2.97853609100787,0.00391497695156823,0.0121353692209608,-2.07208849533965,"SCAT2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COX6A2",-3.23022480934739,-1.23575327685488,-2.93144673633811,0.00448752592409292,0.0136404443165526,-2.07286077850916,"COX6A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACADL",2.59382984630276,0.0590094273795509,2.95238036447708,0.00422418364788094,0.012953624731303,-2.0740435682189,"ACADL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPAST",0.632517778357015,5.68386155066708,3.159770344596,0.00228750594836093,0.00767992890931811,-2.07720958144494,"SPAST","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CNBD2",-1.10257181404756,2.530186541838,-3.10316571647141,0.00271124678255127,0.00887045611965671,-2.07806192450624,"CNBD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTGER4",-2.09108825676453,4.16196205332991,-3.13232665173067,0.00248687269560047,0.00826107379702575,-2.08272244229786,"PTGER4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CUL1",0.46103287332225,6.9550141403922,3.18384534048337,0.00212676067256507,0.00723865288449923,-2.08325424271669,"CUL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF205",-0.862689946748364,2.0380020431232,-3.09970986359284,0.00273935310386806,0.00894963232426888,-2.08340282043768,"ZNF205","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TARBP1",0.980767797155344,5.97703838850424,3.1682286034703,0.00222977971933473,0.00751759662364733,-2.08508677962343,"TARBP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CBR1",-1.63536489638354,2.81537239645553,-3.10393621302799,0.00270611088527956,0.00885726660777829,-2.0874096305663,"CBR1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTDSS1",-0.709282957048238,4.48605702166789,-3.1275403748472,0.00252051539708971,0.0083556747465372,-2.08776830230374,"PTDSS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RNPS1",-0.450461552180688,6.00604019296156,-3.17731341416166,0.00216929605814819,0.0073507648807481,-2.08789071068454,"RNPS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CATSPER2",0.794510817682593,5.26134796351439,3.16574055310725,0.00224661729512441,0.00756323429454351,-2.08855384445826,"CATSPER2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CHST15",2.88394935082821,4.65581715309923,3.02297366854427,0.00344070646335592,0.0108873818246957,-2.08913439728547,"CHST15","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRAF1",-1.67439147836167,3.06974745925845,-3.03179755691107,0.00334986324553575,0.0106365287530989,-2.0901805475179,"TRAF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF503",-1.70326626452483,2.40252163320748,-3.07651088549273,0.00293624885223508,0.00951344628124166,-2.09036639556885,"ZNF503","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WDR18",-1.01342189587273,3.17649381436405,-3.12521836196948,0.00253813059917508,0.00840002859050143,-2.09284620120242,"WDR18","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.QRICH2",1.35599207391694,2.4077859052644,3.06216563402176,0.0030627017017636,0.00988322130641541,-2.09308675836141,"QRICH2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MIPOL1",0.94999392398901,6.18389913327681,3.17837315092897,0.00216234148884265,0.00733147644746233,-2.09372847882667,"MIPOL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DLG1",0.753327954048468,8.0692490316333,3.19847940033192,0.00203428096262451,0.00698475659999398,-2.09419744547382,"DLG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NUP210",1.15031652160561,4.52479454764725,3.13780523519456,0.00244400607427598,0.00814059593338281,-2.09480934110366,"NUP210","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SMIM12",-0.89156351955647,4.36091362312359,-3.12642738824253,0.00252894442580676,0.00837827116320779,-2.09502261586533,"SMIM12","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POLE4",-1.47901764358036,2.89137682863908,-3.06670907961688,0.00302176722941078,0.00976684861452843,-2.09647357026589,"POLE4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZRANB1",0.679245271607191,5.85754402715096,3.15859596923842,0.00229563041204795,0.00770559241281395,-2.0966351125978,"ZRANB1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KLF3-AS1",1.4569984218588,3.90497634881838,3.10878137292079,0.00266692196798509,0.00875042850297562,-2.09735800547255,"KLF3-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SEC23IP",0.415478824990647,5.63600556916109,3.15996370518199,0.00228617083684548,0.00767705357649243,-2.09781602559007,"SEC23IP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HHIP",1.60590827945772,1.78814349995726,3.05616850468941,0.00311818559296888,0.0100299760409216,-2.09876805985307,"HHIP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TNKS",0.624876107247221,8.11602601092116,3.20187551385662,0.00201336423427162,0.00692034624715993,-2.10026788015506,"TNKS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ADPRH",-2.07387763242272,1.25518508152146,-2.9295387269725,0.0045109911945708,0.0136901166379346,-2.10098755803836,"ADPRH","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.THSD7A",-2.54056306336941,5.37890962291953,-3.17717721612278,0.00217230555681742,0.00735940779895179,-2.10224290038721,"THSD7A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MAP7D1",-0.796651060423041,4.65962626888413,-3.12788385012044,0.00251791943996965,0.00835037054967603,-2.10448472113416,"MAP7D1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SRP72",-0.690802097602984,6.05809673484583,-3.17341474477393,0.00219506170236375,0.00742239080381821,-2.10623876166139,"SRP72","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF724",-1.04190641874182,1.77954762237336,-3.05391283749881,0.00313838552577489,0.0100807985304181,-2.1074013060377,"ZNF724","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NFATC3",0.821776683647549,6.78649284567102,3.16263448658959,0.00226780403375252,0.00762176049734346,-2.1093105324234,"NFATC3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WARS2-IT1",1.83229561720704,-0.116841450924516,2.92555434043102,0.00456300151710348,0.0138234639840018,-2.10956867635451,"WARS2-IT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC02814",-1.54318941461243,-0.0369282742103268,-2.9651476104718,0.00406991967085716,0.012547745421224,-2.11071018717158,"LINC02814","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POLK",0.534490082611931,7.15623604792743,3.17866043764504,0.00216045975315732,0.00732701491248406,-2.11116485070233,"POLK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLCXD3",-2.93737670571516,4.75532342409785,-3.16997358109005,0.00222018563062561,0.00748997415733563,-2.1125058496122,"PLCXD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CTDNEP1",-1.03648433314919,3.95795960717477,-3.12201589012208,0.00256261364642099,0.00846010655852199,-2.11415691018422,"CTDNEP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CYB5D1",-1.22548966771007,1.88256026890248,-3.05695200745818,0.00311031414750161,0.010010679971429,-2.11627173739921,"CYB5D1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMIGD3",-1.83303402157112,0.705875816981713,-2.94522013729692,0.00431157093361339,0.0131913343443898,-2.11669608712454,"TMIGD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EIF4G2",-1.03955967831821,7.04943147696648,-3.17559380195076,0.00218062869020763,0.00738448541671242,-2.11756453499323,"EIF4G2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KCNJ13",1.46492724933219,1.62973045236149,3.03299261743762,0.00333810133735653,0.0106096847500048,-2.11771550488868,"KCNJ13","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ITIH4",1.40280603888384,2.29559540304371,3.02241614538036,0.00344350572213156,0.0108885932120556,-2.12070810411819,"ITIH4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FGL1",-2.11471838423042,-0.435002281738911,-2.94199815036784,0.00435186686561572,0.0132993980165291,-2.12108198740675,"FGL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OTUD4",0.562972498827052,5.97968215277946,3.14616503107678,0.00238329822506676,0.00795987857842998,-2.12132805176316,"OTUD4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TIPRL",-0.533322705723124,5.48537539086204,-3.15332108528379,0.00233245634305387,0.00780958973484299,-2.12371794724072,"TIPRL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMUB2",-0.670851890947289,4.45241000051833,-3.1337309694509,0.00247410843106696,0.00823060589451397,-2.12373002417591,"TMUB2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RAB3B",-2.23322601325816,1.98397343922653,-3.10243860682206,0.00271958132946091,0.00889590972096556,-2.12401710250067,"RAB3B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HOXD9",-2.19144101271181,1.07898148814255,-3.01794869947791,0.00349126986149906,0.0110135692444378,-2.12661546389539,"HOXD9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RHBDF1",-1.73240430906043,1.33166914421757,-2.94414610105437,0.00432496490798881,0.0132222240172178,-2.12718560800542,"RHBDF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINGO2",2.77753558650835,6.47942860474046,3.16429490562568,0.00225862344888494,0.0076020572661525,-2.12728997138275,"LINGO2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GIT2",0.638013276583041,6.28236083827182,3.14552124019425,0.00238792258421041,0.00797200299866082,-2.12874338850004,"GIT2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC16A2",0.919519926265375,4.15686821607422,3.12007741501648,0.00257754024950576,0.00850063551749403,-2.12883361298918,"SLC16A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRERF1",1.2604406314977,6.23026624557976,3.14980119137591,0.00235817013560752,0.00788580747182514,-2.1289401577853,"TRERF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DOCK7",0.832113047060799,6.40841566160048,3.15454694966081,0.00232384922285569,0.0077872740986543,-2.12987803200136,"DOCK7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CDR2",0.649146905536642,6.58927385101822,3.1519220080719,0.00234231602833495,0.00783605850280267,-2.13042042768443,"CDR2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCDC196",1.67776718299195,0.977373993922204,2.99725035031874,0.0037068560606029,0.0115797735683579,-2.13573888541347,"CCDC196","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLD6",1.02320970430535,1.66905668665819,3.0541303207913,0.00313636893366069,0.0100763391342248,-2.13607196219928,"PLD6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WNK1",0.66754487742363,8.17102920577094,3.18265170251226,0.00213447481861917,0.0072619234495151,-2.13662197206481,"WNK1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RARS2",0.521060826276181,6.47343619291378,3.15571294860761,0.00231568997995584,0.00776155400178302,-2.13727848714957,"RARS2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TECPR2",0.901085793892663,5.25221389951085,3.12245255213719,0.00255926241950035,0.00845252279323449,-2.13745781182161,"TECPR2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM183A",-0.624653287041326,4.13231934566039,-3.11575148256993,0.00261114365790471,0.00859731512738161,-2.13796146452333,"TMEM183A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NEXMIF",1.34788247418685,5.96113361629052,3.16729428108195,0.00223777612981686,0.00753961872552897,-2.13824931469379,"NEXMIF","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RABEP1",0.664814454744681,7.08740859607838,3.16192020199901,0.00227270256903025,0.00763502383789425,-2.13888928565918,"RABEP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GOLGA7B",-1.09727569150005,2.40736181393051,-3.10714083409428,0.00267924983812882,0.00878548536166635,-2.14063146974037,"GOLGA7B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF438",0.723548933033053,6.28566567446088,3.13513687221146,0.00246368099720824,0.00819761739278544,-2.14110894806694,"ZNF438","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NBR2",0.8518595474606,4.51892760009476,3.11878744007888,0.00258751819161899,0.00852545819674445,-2.14255575239379,"NBR2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ADCK1",0.916685738738618,3.57033221864167,3.08250195580982,0.00288339165265835,0.00936678860144514,-2.14336833925112,"ADCK1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DENND6A-AS1",1.60031001506244,3.1089468160699,3.0573643957607,0.00310733398894073,0.0100030956472564,-2.14371427846661,"DENND6A-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DRD2",-2.39125639483689,2.24394334971725,-3.10535473116844,0.00269601282265139,0.00883142435655289,-2.14383044668738,"DRD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MALT1",0.868161939001498,6.43903755274015,3.13288263212192,0.00248042037545442,0.00824605596338506,-2.1440829179683,"MALT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF814",0.796083577064864,5.01246565649834,3.1182502527718,0.00259168394697819,0.0085367482320058,-2.14615843705482,"ZNF814","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CHRM3",3.82062535368958,4.56391364355207,3.06041741022256,0.00308123531307882,0.00993103937925202,-2.14649371567783,"CHRM3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GPRASP2",-0.8510099343027,2.40649967874863,-3.09974721737527,0.00273904786043902,0.00894963232426888,-2.14754544519529,"GPRASP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
