"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","comparison"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM214",-0.528787353238696,4.17316329907554,-2.52485132839369,0.0137170893524443,0.0345695973240937,-3.64977056271641,"TMEM214","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRAP1",0.505823775928299,5.35376566828802,2.55105075981804,0.0128059775385777,0.0326854955138248,-3.64977202441571,"TRAP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SNHG19",-0.806821994007451,3.32862465690973,-2.51359010977607,0.0141263546429284,0.0354385227222409,-3.65033968771182,"SNHG19","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CDC23",-0.394023887328382,4.09815146615542,-2.52484048262877,0.0137174783246373,0.0345695973240937,-3.65045220166957,"CDC23","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DDR1",-1.02394016815894,2.50050415752467,-2.49238365607699,0.0149270255613327,0.0371738565143872,-3.65091457372246,"DDR1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PUDP",0.714288148122605,5.50350887344392,2.5378366360217,0.0132584522039945,0.0336507448089356,-3.65146373413082,"PUDP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COMP",-1.8827969299257,-0.143131877936837,-2.24006442470302,0.028089695968374,0.0630073488029065,-3.6516162779119,"COMP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NSD3",0.454430231697979,7.95315138235228,2.60019474619009,0.011242999574353,0.0293386311704318,-3.65302502634701,"NSD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HSPA9",-0.767433693419942,7.2418231270643,-2.60123124289532,0.0112119808994957,0.0292719761787582,-3.65331105925939,"HSPA9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PDE4C",-1.71526796683649,1.64595878524574,-2.38808130277857,0.0194951462072309,0.0466035407469919,-3.65488710795873,"PDE4C","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ARL9",-1.35079775855303,1.33411008943677,-2.42625980220707,0.0176945479520436,0.0429803601052116,-3.65740916405164,"ARL9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.APOA1-AS",1.31552926716549,0.99208171156994,2.32223405573285,0.0229740313954019,0.0534228672639489,-3.6574468827692,"APOA1-AS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AGBL4",1.53761592830428,7.3376448694648,2.60397181665922,0.011135900360471,0.0291042608984873,-3.65905516835852,"AGBL4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MAP3K2",0.641120037898579,7.50388464242835,2.57834111264893,0.0119153637194665,0.0308074485463168,-3.65951043542183,"MAP3K2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF687",-0.598700502724266,2.49092481104653,-2.46338544458483,0.0160878575268265,0.0397038778349707,-3.65990830778997,"ZNF687","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ASB14",1.65685736994631,0.493823840278761,2.27848224648797,0.025584798099148,0.0582440016911477,-3.66035393595245,"ASB14","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CXCL3",-2.89567318134584,1.04907730810078,-2.25848505429205,0.0268712762239727,0.06069025884806,-3.66068136529306,"CXCL3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SETDB1",0.566457632514748,5.28545769701228,2.53542565598992,0.0133425472127937,0.033842760113678,-3.66085381740646,"SETDB1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACAA1",-0.760303872627269,4.11959917174362,-2.50777718405788,0.0143418870396181,0.0359006062652405,-3.66131303635266,"ACAA1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LVRN",-1.3023971788815,0.203990192578581,-2.29348288626785,0.0246615613278837,0.0564905545404755,-3.66165190865188,"LVRN","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NOD2",-1.68364517340118,0.164760357645577,-2.20428446189558,0.0306140104111139,0.0674989687893106,-3.66176205684233,"NOD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CEBPZ",-0.67373028002859,6.19466996353282,-2.56971313888556,0.0121906856741556,0.0314028616836022,-3.66180777025029,"CEBPZ","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACAD11",0.596178002415803,5.7170894188118,2.54712570422459,0.012938900761484,0.0329911113533673,-3.66195763692915,"ACAD11","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.UBR4",0.708210030584146,6.81413425082903,2.55641757518205,0.012626224093964,0.0323017039430522,-3.663461019998,"UBR4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF804A",2.29264257693483,5.15143418264445,2.52810557026811,0.013606985554536,0.0343689623334765,-3.66428358060595,"ZNF804A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GUCY2C",-1.43614474357984,-0.233389540580097,-2.23723762195348,0.0282822413320263,0.0633417939509898,-3.66430555772413,"GUCY2C","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CNN1",-1.43889981656827,0.900680778243252,-2.2593138576148,0.0268088310429346,0.0605918872979967,-3.66466931581134,"CNN1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DUSP19",-0.892599165721604,1.08359728483101,-2.40325006234781,0.018756507334736,0.0451117316060902,-3.66497049830338,"DUSP19","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GJA4",-1.83900676543485,0.830970411725148,-2.23819012680394,0.028217241203076,0.0632138726658658,-3.66677174382399,"GJA4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DACH2",-2.28468777703499,1.65939832126753,-2.4716627979152,0.0157551249210385,0.0389939341795703,-3.6670542600044,"DACH2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MEAK7",0.619128732750321,3.98706586730858,2.49249688360475,0.0149226350765814,0.0371733660947297,-3.66942496330132,"MEAK7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRIM68",-0.833741550807487,1.46861390859517,-2.39340313545347,0.0192292978589247,0.0460503925730079,-3.67009583767242,"TRIM68","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TNFRSF10A",-1.43637296941725,2.01395493774164,-2.24954474165407,0.0274522895589099,0.0618457395625504,-3.67033567735281,"TNFRSF10A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CHADL",-1.3055801434575,0.44812808363771,-2.32326922184184,0.0229152290579409,0.0533316137916797,-3.67128054918893,"CHADL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATP7A",-0.837000251734117,4.82099094518547,-2.53684528522971,0.0132929724856437,0.0337276843418374,-3.6728227999354,"ATP7A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CBL",0.75259193039949,6.26162114703514,2.52172678315702,0.0138295598390999,0.0347973769531666,-3.6734543324662,"CBL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSIP1",-0.510524204320791,6.76014146305773,-2.58308955617085,0.0117662504927191,0.0304907295851072,-3.67475099572063,"PSIP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SHISA9",2.9973971215636,1.94225293393849,2.31138117125972,0.0236065625331096,0.0545221846062805,-3.67541083356754,"SHISA9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPP2R2A",0.498475785379335,7.42609992095499,2.57146196881724,0.0121344194263284,0.031283044327191,-3.67735208875969,"PPP2R2A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EDEM2",-0.720707030020717,4.07290818751235,-2.48507730370208,0.0152121795733766,0.0378193979224639,-3.67757623183375,"EDEM2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BZW1",-0.922860973938228,5.7928330192407,-2.54415540567028,0.0130413121278974,0.0331941856700869,-3.67796100766044,"BZW1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SP110",-1.3160377185279,5.16201270991179,-2.46972112071652,0.0158313715062679,0.0391463978133709,-3.67993345565661,"SP110","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EVI5",0.64742518071305,7.39698015158535,2.56530557790365,0.0123335408400118,0.0316995717936074,-3.68149103580594,"EVI5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ASCC1",0.55107243819442,5.59489097168405,2.52344039964415,0.0137677743953453,0.0346691106535637,-3.68164360514017,"ASCC1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPP1R2",-0.732998011134417,5.88091936454126,-2.53974931396783,0.0131920783822549,0.0335220049022354,-3.68193924334352,"PPP1R2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TNNI3K",1.02531690798078,3.90372576854185,2.48051714184774,0.0153926412195609,0.0382136208029265,-3.68395877527901,"TNNI3K","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RASSF4",-1.27542345422339,4.77019937373958,-2.49232460288573,0.0149341303852453,0.0371857759848726,-3.68644571268937,"RASSF4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SHOX2",-2.04699235207585,0.943695533999186,-2.39719285507792,0.0190533224220665,0.045724552596903,-3.68727631376391,"SHOX2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RHCE",-0.821643361412724,1.2424713746068,-2.41283045335936,0.0183064997931105,0.0442221373387464,-3.68732502950516,"RHCE","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF500",0.582703552817968,3.06955283197953,2.45891419311732,0.0162738811295277,0.0400984030658112,-3.6883979065455,"ZNF500","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SMS",-0.799823507089924,5.75706576685122,-2.53971988572038,0.0131930973277784,0.0335220049022354,-3.68970404911179,"SMS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ADAM22",0.816879276595165,5.41165077380664,2.55008859455428,0.0128384469977658,0.0327558086144078,-3.6912976468917,"ADAM22","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ASB3",0.62552203045514,6.65817970905498,2.55645861968,0.0126248581951481,0.0323017039430522,-3.69148546465553,"ASB3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AGAP6",-2.45008385955593,2.26220507552862,-2.42610397388889,0.0177059485266044,0.0429993946804485,-3.69152416746504,"AGAP6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DDX25",-0.909504315660429,1.57578746767844,-2.4544631521341,0.0164609770048574,0.0405096131968549,-3.69266656671615,"DDX25","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GALNT3",-1.33304425544875,1.75683692535636,-2.30668423724774,0.0238735641304819,0.0550674847583301,-3.69541631120574,"GALNT3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC00926",-0.817352791159364,1.30146504988254,-2.32939354553578,0.0225700599871618,0.0526897557604223,-3.69663998885425,"LINC00926","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FNBP4",0.618536965328988,7.59547494357692,2.56304107641756,0.0124075233062475,0.0318641887567011,-3.69675540621602,"FNBP4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NRSN2",-0.606745442992693,3.51540205104785,-2.50554079394337,0.0144255934414748,0.0360763554677019,-3.69847087654325,"NRSN2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HPS1",-2.04991013047084,3.39373489225122,-2.37181269143927,0.0203107534777967,0.0482655007077943,-3.69972705214291,"HPS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC01310",2.20232874400944,-0.831200298945382,2.16723852112661,0.0334364983122138,0.0723690364279737,-3.70185156512167,"LINC01310","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WSCD2",2.04085825163375,-0.397788896931232,2.17951060115437,0.0324763270257859,0.0708357585801107,-3.70185442904361,"WSCD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CITED2",-1.925015586077,4.75687648213775,-2.5204301015216,0.0138826982071579,0.0349091743252428,-3.70199779328213,"CITED2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCDC24",-0.647320767730412,2.60652080449404,-2.46123074010871,0.0161772632575484,0.0398848498269886,-3.70395905688324,"CCDC24","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IRGM",1.17249915132386,2.07724927455776,2.42014353897082,0.0179704668538292,0.0435692135149983,-3.70440738335991,"IRGM","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATP10B",1.39011970269352,0.801384948535714,2.26150760866014,0.0266661763483559,0.0603374910094431,-3.70633948721977,"ATP10B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SIAE",-0.67474257092192,3.25712575060814,-2.47478499863185,0.015622186749532,0.0387067250253351,-3.70711754031101,"SIAE","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PCAT1",1.79462023244266,4.20929314286927,2.42539745105546,0.0177378325172767,0.0430703039988015,-3.70801550226302,"PCAT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.INTS10",0.516939381439928,6.24847373497494,2.54269754609917,0.0130903557211727,0.0332978786766325,-3.70963718732566,"INTS10","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ASB6",-0.668820297899274,2.35462840229327,-2.43259225727482,0.0174085975533686,0.0423969124410176,-3.70973967484759,"ASB6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACAT1",-0.581542273336746,5.15058088889058,-2.53299944300818,0.013427658849901,0.0340263537106512,-3.71073024513308,"ACAT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLCG1-AS1",0.710243829842019,2.9460488210899,2.41282699413269,0.0183066605234236,0.0442221373387464,-3.71146594980661,"PLCG1-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.STMP1",-0.525673098308538,5.55881794358185,-2.53741178780763,0.0132732361258822,0.0336829368650156,-3.71396853541018,"STMP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HRC",-1.6397028737136,-0.295140484358032,-2.17160008205577,0.0330914677186497,0.0718647202805286,-3.71405480364782,"HRC","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTBP3",0.771675188953099,7.31727908293231,2.55229827909464,0.0127639888452688,0.032591761359723,-3.71502477581831,"PTBP3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CYFIP2",0.815710444934879,5.16790005820824,2.52037521918873,0.0138784673549586,0.0349040080663049,-3.71584817046657,"CYFIP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LONRF3",-2.30112212415781,3.2626478618523,-2.40489690490309,0.0186856206660134,0.044956493285557,-3.71606558486637,"LONRF3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MAMSTR",-0.919800150484898,2.02531833258546,-2.43483694871742,0.017309140368318,0.0422147191647025,-3.71609516492831,"MAMSTR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PCDH11Y",3.59291390287202,1.82530658050216,2.26813864290832,0.0262473301476861,0.0595325528084557,-3.71662995613069,"PCDH11Y","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF235",0.610464950324877,5.68881399690167,2.52796581960755,0.0136058016993727,0.0343689623334765,-3.71782017565668,"ZNF235","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MGME1",-0.616721542512475,4.287179219321,-2.47657602527562,0.0155501335857226,0.0385758766353936,-3.7186111613779,"MGME1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PAPOLG",0.557833015057916,5.46404166479606,2.4997700048737,0.0146436240900812,0.0365930886813216,-3.71929019593766,"PAPOLG","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OMD",1.42890842533265,1.79334505557686,2.36162782939387,0.0208305786365478,0.0492671907053463,-3.71967349175105,"OMD","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OAT",-0.786757206266058,5.36284751915403,-2.52999275651005,0.0135338125930884,0.0342271359325571,-3.71973927813421,"OAT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM170B",0.654513743709974,3.96886485562451,2.4753333169682,0.0156000960855163,0.0386722645252019,-3.72004771545437,"TMEM170B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HIF1A",1.0635822693609,8.27687783043794,2.55569362798597,0.012654749099007,0.0323643543374062,-3.72082813739785,"HIF1A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.UBA5",-0.511470867901362,5.27799167012156,-2.52694356202867,0.0136422391798541,0.0344449357629881,-3.72085252567735,"UBA5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COL5A2",1.13726592826178,5.01849505440793,2.44046975592671,0.0170636308631641,0.0417174560645466,-3.72182484138627,"COL5A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.UCHL1",-1.40961881871002,6.6512490459909,-2.589230274414,0.0115815968210918,0.0300607945972924,-3.72194181728054,"UCHL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MAP3K10",0.468120438631042,3.67953206739254,2.46669963891978,0.0159512056380737,0.0394123303071062,-3.72236046674863,"MAP3K10","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC00641",-0.597498277608727,2.89762946236607,-2.45375742255978,0.0164908181909079,0.0405768245084045,-3.72263098597264,"LINC00641","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FCN3",-1.7218098047752,0.238615077348805,-2.20467835878139,0.0305851720248993,0.0674446568039783,-3.72328380839425,"FCN3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NANS",-0.739403770238383,4.53922650764054,-2.49723063643741,0.0147405015584174,0.0367893190155459,-3.72329098032859,"NANS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.UBFD1",-0.453241941927364,4.13277172740494,-2.49772494312352,0.0147215985953568,0.0367535800548463,-3.72334573241949,"UBFD1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PNPLA3",-1.31298235612708,-0.0491708728529456,-2.20559136762442,0.0305184193971233,0.0673185956687981,-3.72337481432332,"PNPLA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EFNB2",-1.25291742635306,3.49844401994689,-2.41691117858754,0.0181199217751823,0.0438851261598268,-3.7235689928991,"EFNB2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AATBC",1.76380252388332,-0.559721831987364,2.15588107458766,0.0343440994011159,0.0739939100208351,-3.72484055968694,"AATBC","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GLDC",-1.37775251537023,0.506194489876472,-2.29028413646123,0.0248559231084362,0.0568591206408642,-3.72591443940586,"GLDC","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FAM81A",2.29432256330129,2.33234973494175,2.30092763201772,0.0242224245134098,0.055672004062205,-3.72690168945166,"FAM81A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPI1",-1.07817605345697,2.09648735549079,-2.34242467667693,0.0218509249598566,0.0512646481138356,-3.72735962062537,"SPI1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRIM72",-1.60094350952784,-0.122469226514265,-2.21114738594695,0.0301149494359008,0.0665541627467241,-3.72875111108188,"TRIM72","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GABRA3",1.5907414149067,0.187383014731354,2.22753006985977,0.0289523690159594,0.0644645417573174,-3.72926479954575,"GABRA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DCLK3",-1.75173343404235,0.0324239317680191,-2.24164126092025,0.0279848909972958,0.0628074001979611,-3.73184933001401,"DCLK3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ARID4B",0.395555751451272,8.56073068880442,2.57449416044494,0.0120374190242463,0.0310745203798713,-3.73423953151995,"ARID4B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KMT2E",0.503281294856175,8.87436536924768,2.57128267319263,0.0121401771993478,0.0312928579111443,-3.7354862832737,"KMT2E","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SRRM2",0.735116423313186,8.53087744926299,2.5702681537347,0.0121728033199312,0.0313618344811335,-3.73573623410386,"SRRM2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EXOSC8",-0.522018760300408,5.07902383697379,-2.50600125448082,0.0144083228969873,0.036038783939782,-3.73627923777835,"EXOSC8","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KHDRBS2",2.44388717166531,3.0809929897059,2.38969975046432,0.0194171343757036,0.0464308932633865,-3.73645486554166,"KHDRBS2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KCTD18",0.570558667607171,3.40604293947572,2.43780963674988,0.0171782099470885,0.0419336577064544,-3.73647877893969,"KCTD18","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PHOSPHO2",-1.0091071511067,2.43021296271228,-2.45759203789542,0.0163292665496332,0.0402101607435925,-3.7367603708024,"PHOSPHO2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.THUMPD2",0.499661963404454,5.51562957611904,2.5103438711834,0.0142463568000535,0.0356893268289999,-3.73830557427247,"THUMPD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
